result_id,race_id,driver_id,position,points,grid_position,status,fastest_lap,is_sprint
26865,1143,piastri,1,8,3,Finished,1:24.494,true
26866,1143,norris,2,7,1,Finished,1:24.329,true
26867,1143,russell,3,6,2,Finished,1:24.380,true
26868,1143,sainz,4,5,4,Finished,1:24.405,true
26869,1143,leclerc,5,4,5,Finished,1:23.923,true
26870,1143,hamilton,6,3,7,Finished,1:24.337,true
26871,1143,hulkenberg,7,2,9,Finished,1:24.284,true
26872,1143,max_verstappen,8,1,6,Finished,1:24.577,true
26873,1143,gasly,9,0,8,Finished,1:24.930,true
26874,1143,kevin_magnussen,10,0,15,Finished,1:24.568,true
26875,1143,alonso,11,0,11,Finished,1:24.281,true
26876,1143,bottas,12,0,13,Finished,1:25.447,true
26877,1143,stroll,13,0,14,Finished,1:25.369,true
26878,1143,ocon,14,0,17,Finished,1:25.598,true
26879,1143,albon,15,0,12,Finished,1:25.443,true
26880,1143,lawson,16,0,10,Finished,1:25.762,true
26881,1143,tsunoda,17,0,16,Finished,1:25.838,true
26882,1143,colapinto,18,0,0,Finished,1:25.599,true
26883,1143,zhou,19,0,18,Finished,1:25.051,true
26884,1143,perez,20,0,0,Finished,1:24.892,true
26745,1144,norris,1,25,1,Finished,1:27.438,false
26746,1144,sainz,2,18,3,Finished,1:27.765,false
26747,1144,leclerc,3,15,19,Finished,1:28.018,false
26748,1144,hamilton,4,12,16,Finished,1:27.278,false
26749,1144,russell,5,10,6,Finished,1:28.195,false
26750,1144,max_verstappen,6,8,4,Finished,1:27.765,false
26751,1144,gasly,7,6,5,Finished,1:29.251,false
26752,1144,hulkenberg,8,4,7,Finished,1:29.152,false
26753,1144,alonso,9,2,8,Finished,1:27.948,false
26754,1144,piastri,10,1,2,Finished,1:27.690,false
26755,1144,albon,11,0,18,+1 Lap,1:29.438,false
26756,1144,tsunoda,12,0,11,+1 Lap,1:29.200,false
26757,1144,zhou,13,0,15,+1 Lap,1:27.982,false
26758,1144,stroll,14,0,13,+1 Lap,1:28.604,false
26759,1144,doohan,15,0,17,+1 Lap,1:29.121,false
26760,1144,kevin_magnussen,16,0,14,+1 Lap,1:25.637,false
26761,1144,lawson,17,0,12,Engine,1:28.751,false
26762,1144,bottas,18,0,9,Collision damage,1:29.482,false
26763,1144,colapinto,19,0,20,Engine,1:29.411,false
26764,1144,perez,20,0,10,Collision,\N,false
